code,name,theme,source,freq,lastupdate,status
DFASPRM,Despesa por função - assistência social e previdência social - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFCETE,Despesa por função - ciência e tecnologia - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFCETM,Despesa por função - ciência e tecnologia - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFCOME,Despesa por função - comunicações - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFCOMM,Despesa por função - comunicações - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFDEFSE,Despesa por função - segurança pública e defesa nacional - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFDEFSM,Despesa por função - segurança pública e defesa nacional - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFDELE,Despesa por função - desportes e lazer - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFDELM,Despesa por função - desportes e lazer - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFEDUCE,Despesa por função - educação e cultura - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFEDUCM,Despesa por função - educação e cultura - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFENCEE,Despesa por função - encargos especiais - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFENCEM,Despesa por função - encargos especiais - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFENERE,Despesa por função - energia - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFENERM,Despesa por função - energia - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFHABE,Despesa por função - urbanismo e habitação - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFHABM,Despesa por função - urbanismo e habitação - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFICSE,Despesa por função - indústria e comércio e serviços - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFICSM,Despesa por função - indústria e comércio e serviços - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFJEDCE,Despesa por função - essencial à justiça e direito da cidadania - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFJEDCM,Despesa por função - essencial à justiça e direito da cidadania - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFJUDE,Despesa por função - judiciária - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFJUDM,Despesa por função - judiciária - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFLEGE,Despesa por função - legislativa - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFLEGM,Despesa por função - legislativa - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFOFE,Despesa por função - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFOFM,Despesa por função - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFRELEXE,Despesa por função - relações exteriores - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFRELEXM,Despesa por função - relações exteriores - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFSAUSE,Despesa por função - saúde e saneamento - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFSAUSM,Despesa por função - saúde e saneamento - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFTRABE,Despesa por função - trabalho - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFTRABM,Despesa por função - trabalho - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFTRAE,Despesa por função - transporte - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DFTRAM,Despesa por função - transporte - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DINVESTE,Despesa de capital - investimento e inversão financeira - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DINVESTM,Despesa de capital - investimento - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DINVFINAM,Despesa de capital - inversão financeira - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DTRCINTEE,Despesa corrente - transferências intergovernamentais - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
DTRCORTOE,Despesa corrente - transferências correntes - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DTRCORTOM,Despesa corrente - transferências correntes - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DTRKINTEE,Despesa de capital - transferências intergovernamentais - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
DTRKTOE,Despesa de capital - transferências de capital - empenhada - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
DTRKTOM,Despesa de capital - transferências de capital - empenhada - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
RALIBENSM,Receita de capital - receita bruta - alienação de bens - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RECORM,Receita orçamentária - receita bruta - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RECOROUTE,Receita corrente - receita bruta - outras - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
RECOROUTM,Receita corrente - receita bruta - outras - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
RECORRE,Receita corrente - receita bruta - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RECORRM,Receita corrente - receita bruta - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RECTRIBE,"Receita corrente - receita bruta - impostos, taxas e contribuições de melhoria - estadual",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RECTRIBM,"Receita corrente - receita bruta - impostos, taxas e contribuições de melhoria - municipal",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
REICMSE,"Receita corrente - receita bruta - impostos, taxas e contribuições de melhoria - ICMS - estadual",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
REKE,Receita de capital - receita bruta - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
REKM,Receita de capital - receita bruta - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
REKOUTM,Receita de capital - receita bruta - outras - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-27,
RICMSM,Transferências correntes de tributos estaduais - cota-parte ICMS - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RIMPTOTM,"Receitas corrente - receita bruta - impostos, taxas e contribuições de melhoria - impostos - municipal",Regional,Min. Fazenda/STN,Yearly,2025-06-27,
RIPTUM,"Receita corrente - receita bruta - impostos, taxas e contribuições de melhoria - IPTU - municipal",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RIPVAM,Transferências correntes de tributos estaduais - cota-parte IPVA - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RISSM,"Receita corrente - receita bruta - impostos, taxas e contribuições de melhoria - ISS - municipal",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
ROPCREDE,Receita de capital - receita bruta - operações de crédito - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
ROPCREDM,Receita de capital - receita bruta - operações de crédito - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
ROUTIMPM,"Receitas corrente - receita bruta - impostos, taxas e contribuições de melhoria - outros impostos  - municipal",Regional,Min. Fazenda/STN,Yearly,2025-06-27,
RTAXASM,"Receita corrente - receita bruta - impostos, taxas e contribuições de melhoria - taxas - municipal",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRCOESTM,Transferências correntes de tributos estaduais - cota-parte ICMS e IPVA - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRCOFPMM,Cota-parte do fundo de participação dos municípios (FPM),Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRCORTOE,Receita corrente - receita bruta - transferências correntes - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRCORTOM,Receita corrente - receita bruta - transferências correntes - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRFPEE,Cota-parte do fundo de participação dos estados e do distrito federal (FPE),Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRKESTM,"Receita de capital - receita bruta - transferências de capital - transferências dos estados, do Distrito Federal e de suas entidades",Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRKFPMM,Receita de capital - receita bruta - transferências de capital - transferências da União e de suas entidades,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRKTOE,Receita de capital - receita bruta - transferências de capital - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRKTOM,Receita de capital - receita bruta - transferências de capital - municipal,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
RTRPRUE,Receita corrente - receita bruta - transferências correntes - participação na receita da União - estadual,Regional,Min. Fazenda/STN,Yearly,2025-06-23,
CONSUMO_CIMENTO,Consumo aparente - cimento - quantidade,Regional,SNIC,Monthly,2025-07-04,
PRODUCAO_CIMENTO,Despacho - cimento - quantidade,Regional,SNIC,Monthly,2025-07-04,
COMP,Comparecimento no primeiro turno das eleições,Regional,TSE,Quadrennial,2025-03-06,
COMP2,Comparecimento no segundo turno das eleições,Regional,TSE,Quadrennial,2025-03-06,
DBRANCO,Votos brancos - deputado federal,Regional,TSE,Quadrennial,2024-08-21,
DMAISVO,Votação do candidato a deputado federal mais votado(Municipal),Regional,TSE,Quadrennial,2024-08-21,
DNULO,Votos nulos - deputado federal,Regional,TSE,Quadrennial,2024-08-21,
DTOTCE,Total de deputados federais eleitos,Regional,TSE,Quadrennial,2024-08-21,
DUTEIS,Votos úteis - deputado federal,Regional,TSE,Quadrennial,2024-08-21,
EBRANCO,Votos brancos - deputado estadual,Regional,TSE,Quadrennial,2024-08-21,
ELEMUN,Eleitorado,Regional,TSE,Quadrennial,2025-03-06,
EMAISVO,Votação do candidato a deputado estadual mais votado(Municipal),Regional,TSE,Quadrennial,2024-08-21,
ENULO,Votos nulos - deputado estadual,Regional,TSE,Quadrennial,2024-08-21,
EUTEIS,Votos úteis - deputado estadual,Regional,TSE,Quadrennial,2024-08-21,
FBRANCO,Votos brancos - prefeito no primeiro turno,Regional,TSE,Quadrennial,2025-03-06,
FNULO,Votos nulos - prefeito no primeiro turno,Regional,TSE,Quadrennial,2025-03-06,
FUTEIS,Votos úteis - prefeito no primeiro turno,Regional,TSE,Quadrennial,2025-03-06,
FUTEIS2,Votos úteis - prefeito no segundo turno,Regional,TSE,Quadrennial,2025-03-06,
G1VO1,Votação do candidato a governador mais votado no primeiro turno(Municipal),Regional,TSE,Quadrennial,2024-08-21,
G1VO1E,Votação do candidato a governador mais votado no primeiro turno (Estadual),Regional,TSE,Quadrennial,2024-08-21,
G1VO2,Votação do segundo candidato a governador mais votado no primeiro turno(Municipal),Regional,TSE,Quadrennial,2024-08-21,
G2VO1,Votação do candidato a governador mais votado no segundo turno(Municipal),Regional,TSE,Quadrennial,2024-08-21,
G2VO2,Votação do segundo candidato a governador mais votado no segundo turno(Municipal),Regional,TSE,Quadrennial,2024-08-21,
GBRANCO,Votos brancos - governador no primeiro turno,Regional,TSE,Quadrennial,2024-08-21,
GBRANCO2,Votos brancos - governador no segundo turno,Regional,TSE,Quadrennial,2024-08-21,
GNULO,Votos nulos - governador no primeiro turno,Regional,TSE,Quadrennial,2024-08-21,
GNULO2,Votos nulos - governador no segundo turno,Regional,TSE,Quadrennial,2024-08-21,
GUTEIS,Votos úteis - governador no primeiro turno,Regional,TSE,Quadrennial,2024-08-21,
GUTEIS2,Votos úteis - governador no segundo turno,Regional,TSE,Quadrennial,2024-08-21,
NCANDVOE,Número de candidatos votados - deputado estadual (Municipal),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOEE,Número de candidatos votados - deputado estadual (Estadual),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOG,Número de candidatos votados - governador (Municipal),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOGE,Número de candidatos votados - governador (Estadual),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOP,Número de candidatos votados - presidente (Municipal),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOPBR,Número de candidatos votados - presidente (Brasil),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOPE,Número de candidatos votados - presidente (Estadual),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOS,Número de candidatos votados - senador (Municipal),Regional,TSE,Quadrennial,2024-08-21,
NCANDVOV,Número de candidatos votados - vereador,Regional,TSE,Quadrennial,2025-03-06,
NPTVOG,Número de partidos votados - governador (Municipal),Regional,TSE,Quadrennial,2024-08-21,
NPTVOPR,Número de partidos votados - presidente (Regional),Regional,TSE,Quadrennial,2024-08-21,
P1VO1,Votação do candidato a presidente mais votado no primeiro turno (Municipal),Regional,TSE,Quadrennial,2024-08-21,
P1VO1BR,Votação do candidato a presidente mais votado no primeiro turno (Brasil),Regional,TSE,Quadrennial,2024-08-21,
P2VO1,Votação do candidato a presidente mais votado no segundo turno (Municipal),Regional,TSE,Quadrennial,2024-08-21,
P2VO1BR,Votação do candidato a presidente mais votado no segundo turno (Brasil),Regional,TSE,Quadrennial,2024-08-21,
PBRANCO,Votos brancos - presidente no primeiro turno,Regional,TSE,Quadrennial,2024-08-21,
PBRANCO2,Votos brancos - presidente no segundo turno,Regional,TSE,Quadrennial,2024-08-21,
PNULO,Votos nulos - presidente no primeiro turno,Regional,TSE,Quadrennial,2024-08-21,
PNULO2,Votos nulos - presidente no segundo turno,Regional,TSE,Quadrennial,2024-08-21,
PUTEIS,Votos úteis - presidente no primeiro turno,Regional,TSE,Quadrennial,2024-08-21,
PUTEIS2,Votos úteis - presidente no segundo turno,Regional,TSE,Quadrennial,2024-08-21,
SBRANCO,Votos brancos - senador,Regional,TSE,Quadrennial,2024-08-21,
SMAISVO,Votação do candidato a senador mais votado(Municipal),Regional,TSE,Quadrennial,2024-08-21,
SMAISVO2,Votação do segundo candidato a senador mais votado (Municipal),Regional,TSE,Quadrennial,2024-08-21,
SNULO,Votos nulos - senador,Regional,TSE,Quadrennial,2024-08-21,
SUTEIS,Votos úteis - senador,Regional,TSE,Quadrennial,2024-08-21,
VBRANCV,Votos brancos - vereador,Regional,TSE,Quadrennial,2025-03-06,
VNULOV,Votos nulos - vereador,Regional,TSE,Quadrennial,2025-03-06,
VUTEIS,Votos úteis - vereador,Regional,TSE,Quadrennial,2025-03-06,
ANS_BNFPLSAUDEUF,Beneficiários de plano de saúde (ANS),Social,ANS,Yearly,2025-02-18,
SIS_ESTABDTSUSUF,Número de estabelecimentos de diagnose e terapia pelo SUS,Social,DATASUS,Yearly,2025-01-21,
SIS_ESTABINTSUSUF,Número de estabelecimentos de internação pelo SUS,Social,DATASUS,Yearly,2025-01-21,
SIS_ESTABSAUDEUF,Número de estabelecimentos de saúde,Social,DATASUS,Yearly,2025-01-21,
SIS_ESTABURGSUSUF,Número de estabelecimentos de urgência pelo SUS,Social,DATASUS,Yearly,2025-01-21,
SIS_ESTATAMBUF,Número de estabelecimentos de atendimento ambulatorial pelo SUS,Social,DATASUS,Yearly,2025-01-21,
SIS_ESTDIAGTERUF,Número de estabelecimentos de diagnose e terapia,Social,DATASUS,Yearly,2025-01-21,
SIS_ESTTMGCPTSUSUF,Número de estabelecimentos com tomógrafo computadorizado pelo SUS,Social,DATASUS,Yearly,2025-01-21,
SIS_HOSPDIAUF,Número de hospitais do tipo dia,Social,DATASUS,Yearly,2025-01-21,
SIS_HOSPESPECUF,Número de hospitais especializados,Social,DATASUS,Yearly,2025-01-21,
SIS_HOSPGERUF,Número de hospitais do tipo geral,Social,DATASUS,Yearly,2025-01-21,
SIS_NMENF1000HUF,Enfermeiros por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTCMP1000HUF,Número de leitos complementares (UTI e unidade intermediária) por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTCMPINF1000UF,"Número de leitos complementares infantis (pediátricos + neonatal, UTI e Unidade Intermediária) por 10.000 habitantes",Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTCMPINFSUS1000UF,"Número de leitos complementares infantis (pediátricos + neonatal, UTI e Unidade Intermediária) pelo SUS por 10.000 habitantes",Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTCMPSUS1000HUF,Número de leitos complementares pelo SUS (UTI e unidade intermediária) por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTINT1000HUF,Número de leitos para internação por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTINTSUS1000HUF,Número de leitos para internação pelo SUS por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
SIS_NMLTINTUF,Número de leitos para internação,Social,DATASUS,Yearly,2025-01-21,
SIS_NMODN1000HUF,Dentistas por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
SIS_NMTEC1000HUF,Auxiliares e técnicos de saúde por 10.000 habitantes,Social,DATASUS,Yearly,2025-01-21,
FIRJAN_IFDM,IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO),Social,Firjan,Yearly,2025-05-26,
IFDM2018,IFDM - Índice Firjan de Desenvolvimento Municipal (2018) - INATIVA,Social,Firjan,Yearly,2023-06-05,
Dese_Pnad,Taxa de desemprego (IBGE/Pnad)- INATIVA,Social,IBGE,Yearly,2015-11-17,
ALFABETIZ,População alfabetizada - INATIVA,Social,IBGE,Decennial,2011-02-17,
ANALFABET,População analfabeta - INATIVA,Social,IBGE,Decennial,2011-02-17,
DOMAGE,Domicilios -  com água canalizada rede geral - número - INATIVA,Social,IBGE,Decennial,2011-02-17,
DOMELE,Domicilios -  com iluminação elétrica - número - INATIVA,Social,IBGE,Decennial,2011-02-17,
DOMISE,Domicilios -  com instalações sanitárias rede geral - número - INATIVA,Social,IBGE,Decennial,2011-02-17,
NDOME,Domícilios - número - INATIVA,Social,IBGE,Decennial,2011-02-17,
PDIEREDE,Domicílios com rede de esgoto (Censo IBGE - Sidra),Social,IBGE,Decennial,2024-03-11,
PEA_10INT,População Economicamente Ativa(PEA)- Condições Inativas - Total - INATIVA,Social,IBGE,Decennial,2013-09-10,
PEA_AGROT,"População Economicamente Ativa(PEA)- Agricultura,Pecuária e Silvicultura - Total - INATIVA",Social,IBGE,Decennial,2013-09-10,
PEA_INDT,"População Economicamente Ativa(PEA)- Indústria Extrativas, Transformação e Construção Civil - Total - INATIVA",Social,IBGE,Decennial,2013-09-10,
PEA_OUTRATIV,"População Economicamente Ativa(PEA)- Com.,Transp.,Comu.,Serv., Pr.lib.,Ativ.Soc.,Ativ.Dom. - Total - INATIVA",Social,IBGE,Decennial,2013-09-10,
PTNALFA,Taxa de analfabetos - INATIVA,Social,IBGE,Decennial,2011-02-16,
TXA15M,Taxa de Analfabetos - pessoas 15 anos e mais - INATIVA,Social,IBGE,Decennial,2011-02-16,
PNADCT_RREPUF,Rendimento médio real.trabalho principal.efetivo,Social,IBGE,Quarterly,2025-05-16,
PNADCT_RRETUF,Rendimento médio real.todos trabalhos.efetivo,Social,IBGE,Quarterly,2025-05-16,
PNADCT_RRHTUF,Rendimento médio real.todos trabalhos.habitual,Social,IBGE,Quarterly,2025-05-16,
ADH12_POP25M,População de 25 anos ou mais de idade  (IBGE - Pnad Contínua/A),Social,IBGE/PNAD Contínua,Yearly,2024-11-04,
ADH12_POP65M,População de 65 anos ou mais de idade  (IBGE - Pnad Contínua/A),Social,IBGE/PNAD Contínua,Yearly,2024-11-04,
ADH12_POPTOT,População total  (IBGE - Pnad Contínua/A),Social,IBGE/PNAD Contínua,Yearly,2025-05-20,
PCT03SVGUF,Crianças de 0 a 3 anos que não frequenta creche ou escola por falta de escola/creche ou vaga (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMESBUF,Pessoas de 14 anos ou mais de idade em curso técnico de nível médio que frequentam a modalidade subsequente (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMESBUF_BRA,Porcentagem de pessoas de 14 anos ou mais de idade em curso técnico de nível médio que frequentam a modalidade subsequente - Brancos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMESBUF_HOM,Porcentagem de pessoas de 14 anos ou mais de idade em curso técnico de nível médio que frequentam a modalidade subsequente - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMESBUF_MUL,Porcentagem de pessoas de 14 anos ou mais de idade em curso técnico de nível médio que frequentam a modalidade subsequente - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMESBUF_NEG,Porcentagem de pessoas de 14 anos ou mais de idade em curso técnico de nível médio que frequentam a modalidade subsequente - Pardos/Pretos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMEUF,Estudantes do ensino médio em cursos técnicos de nível médio ou normal (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMEUF_BRA,Estudantes do ensino médio em cursos técnicos de nível médio ou normal - Brancos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMEUF_HOM,Porcentagem de estudantes do ensino médio em cursos técnicos de nível médio ou normal - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMEUF_MUL,Porcentagem de estudantes do ensino médio em cursos técnicos de nível médio ou normal - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CMEUF_NEG,Estudantes do ensino médio em cursos técnicos de nível médio ou normal - Pardos/Pretos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14CPRFUF,Pessoas de 14 anos ou mais que frequentaram curso de qualificação profissional (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14EMSPNEUF,Pessoas de 14 anos ou mais que concluiram curso técnico de nível médio  com ensino médio completo ou superior incompletam e que não estudam (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14EMSPNEUF_HOM,Porcentagem que concluiu curso técnico de nível médio entre pessoas com 14 anos ou mais com ensino médio completo ou superior incompletam e que não estudam - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCT14EMSPNEUF_MUL,Porcentagem que concluiu curso técnico de nível médio entre pessoas com 14 anos ou mais com ensino médio completo ou superior incompletam e que não estudam - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCTEMDMEPBUF,"Estudantes de especialização, mestrado e doutorado que frequentaram o ensino médio somente na rede pública (Brasil e Grandes Regiões)",Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCTSUPMEPBUF,Estudantes do ensino superior que frequentaram o ensino médio somente na rede pública (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCTSUPTECUF,Estudantes do ensino superior em cursos de graduação tecnológica (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCTSUPTECUF_HOM,Porcentagem de estudantes do ensino superior em cursos de graduação tecnológica - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PCTSUPTECUF_MUL,Porcentagem de estudantes do ensino superior em cursos de graduação tecnológica - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_GINIUF,Índice de Gini (Pnad Contínua/A),Social,IBGE/PNAD Contínua,Yearly,2025-05-17,
PNADCA_NMAE25UF,Média de anos de estudo - pessoas com 25 anos ou mais ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_2539,Número médio de anos de estudo das pessoas com 25 a 39 anos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_4059,Número médio de anos de estudo das pessoas com 40 a 59 anos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_60M,Número médio de anos de estudo das pessoas com 60 anos ou mais,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_BRA,Número médio de anos de estudo das pessoas com 25 anos ou mais - Brancos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_HOM,Número médio de anos de estudo das pessoas com 25 anos ou mais - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_MUL,Número médio de anos de estudo das pessoas com 25 anos ou mais - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_NMAE25UF_NEG,Número médio de anos de estudo das pessoas com 25 anos ou mais - Pardos/Pretos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF,Jovens não ocupados e frequentando escola (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_1517,Jovens não ocupados e frequentando escola :15 a 17 anos (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_1824,Jovens não ocupados e frequentando escola :18 a 24 anos (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_2529,Jovens não ocupados e frequentando escola :25 a 29 anos (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_BRA,Jovens não ocupados e frequentando escola - Brancos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_HOM,Jovens não ocupados e frequentando escola - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_MUL,Jovens não ocupados e frequentando escola - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NOFRUF_NEG,Jovens não ocupados e frequentando escola - Pardos/Pretos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF,Jovens não ocupados e não frequentando escola (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_1517,Jovens não ocupados e não frequentando escola :15 a 17 anos (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_1824,Jovens não ocupados e não frequentando escola :18 a 24 anos (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_2529,Jovens não ocupados e não frequentando escola :25 a 29 anos (Brasil e Grandes Regiões),Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_BRA,Jovens não ocupados e não frequentando escola - Brancos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_HOM,Jovens não ocupados e não frequentando escola - homem ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_MUL,Jovens não ocupados e não frequentando escola - mulher ,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
PNADCA_PCT1529NONFUF_NEG,Jovens não ocupados e não frequentando escola - Pardos/Pretos,Social,IBGE/PNAD Contínua,Yearly,2025-06-14,
